Date,Value
7/11/2013,33.81696437
7/10/2013,26.25884419
7/9/2013,35.161138
7/8/2013,31.43815723
7/7/2013,17.31315056
7/6/2013,31.75035904
7/5/2013,33.41026781
7/4/2013,21.101607
7/3/2013,29.49682754
7/2/2013,37.0769864
7/1/2013,31.95531521
6/30/2013,19.88041027
6/29/2013,25.79585074
6/28/2013,47.29444705
6/27/2013,33.13590698
6/26/2013,38.21914872
6/25/2013,36.22112769
6/24/2013,37.82404209
6/23/2013,40.63780671
6/22/2013,45.58428107
6/21/2013,55.51629176
6/20/2013,62.60148592
6/19/2013,36.13715542
6/18/2013,36.99237474
6/17/2013,35.05299427
6/16/2013,29.0746919
6/15/2013,37.25196643
6/14/2013,38.16991619
6/13/2013,38.93851606
6/12/2013,43.47723521
6/11/2013,47.23966648
6/10/2013,34.19488951
6/9/2013,36.50155661
6/8/2013,45.68561726
6/7/2013,40.4846895
6/6/2013,43.37307063
6/5/2013,60.62469501
6/4/2013,64.89014237
6/3/2013,49.50440017
6/2/2013,44.65643906
6/1/2013,39.3619438
5/31/2013,48.95769767
5/30/2013,46.71194711
5/29/2013,51.94317506
5/28/2013,54.56592486
5/27/2013,47.80327835
5/26/2013,30.67004412
5/25/2013,55.98522589
5/24/2013,41.98819177
5/23/2013,53.41115964
5/22/2013,55.07809707
5/21/2013,42.99289632
5/20/2013,49.07464086
5/19/2013,42.20084266
5/18/2013,39.44980994
5/17/2013,88.4985171
5/16/2013,57.87351884
5/15/2013,49.64959569
5/14/2013,54.66430818
5/13/2013,60.08625448
5/12/2013,59.03344042
5/11/2013,63.69813949
5/10/2013,60.18777245
5/9/2013,68.44017033
5/8/2013,49.35342081
5/7/2013,45.04501941
5/6/2013,50.99940307
5/5/2013,38.14591919
5/4/2013,42.74796187
5/3/2013,49.20782248
5/2/2013,55.0843293
5/1/2013,35.90344815
4/30/2013,54.59361391
4/29/2013,35.83009291
4/28/2013,32.57042361
4/27/2013,42.57794746
4/26/2013,50.84713758
4/25/2013,50.77780195
4/24/2013,79.62969215
4/23/2013,42.08181801
4/22/2013,45.88692146
4/21/2013,33.70386177
4/20/2013,47.63908441
4/19/2013,52.32051628
4/18/2013,75.99131193
4/17/2013,54.86451829
4/16/2013,47.7076591
4/15/2013,76.63350621
4/14/2013,50.74181733
4/13/2013,44.43812922
4/12/2013,55.21363942
4/11/2013,62.23017998
4/10/2013,69.92445334
4/9/2013,43.21464562
4/8/2013,48.65175566
4/7/2013,50.70171294
4/6/2013,42.12188594
4/5/2013,52.66033205
4/4/2013,79.62487035
4/3/2013,72.7152671
4/2/2013,57.61575904
4/1/2013,53.03664377
3/31/2013,54.29219339
3/30/2013,45.94568999
3/29/2013,76.29513174
3/28/2013,45.41463054
3/27/2013,58.81127579
3/26/2013,43.96831871
3/25/2013,47.36378797
3/24/2013,38.61417031
3/23/2013,62.01260975
3/22/2013,64.6326007
3/21/2013,46.79446898
3/20/2013,34.14708481
3/19/2013,53.53768945
3/18/2013,36.37341092
3/17/2013,31.01708237
3/16/2013,37.94693049
3/15/2013,62.68231527
3/14/2013,55.59309207
3/13/2013,63.01622716
3/12/2013,50.36590821
3/11/2013,56.8499929
3/10/2013,64.60075075
3/9/2013,39.84122112
3/8/2013,55.6880887
3/7/2013,158.5014992
3/6/2013,60.59100527
3/5/2013,51.15126817
3/4/2013,53.43016694
3/3/2013,41.44089193
3/2/2013,54.50251001
3/1/2013,71.21074427
2/28/2013,61.69368024
2/27/2013,52.05842396
2/26/2013,54.54951162
2/25/2013,64.694706
2/24/2013,46.36386186
2/23/2013,49.74906996
2/22/2013,56.97276299
2/21/2013,47.39446
2/20/2013,48.65658234
2/19/2013,50.51556581
2/18/2013,39.08462929
2/17/2013,49.1021201
2/16/2013,53.91976276
2/15/2013,53.36447438
2/14/2013,49.49477446
2/13/2013,51.50697092
2/12/2013,48.61700477
2/11/2013,49.32792778
2/10/2013,43.83953143
2/9/2013,41.81383069
2/8/2013,53.57266767
2/7/2013,45.37600821
2/6/2013,33.47964254
2/5/2013,42.90852642
2/4/2013,47.3593669
2/3/2013,72.35764756
2/2/2013,54.79985834
2/1/2013,49.20923656
1/31/2013,42.31036818
1/30/2013,39.13531897
1/29/2013,50.78193782
1/28/2013,42.66449033
1/27/2013,47.75957992
1/26/2013,48.09323725
1/25/2013,40.13334087
1/24/2013,42.78012497
1/23/2013,45.66376477
1/22/2013,29.87214152
1/21/2013,30.62610484
1/20/2013,33.70685415
1/19/2013,63.02193154
1/18/2013,39.75901296
1/17/2013,36.8345206
1/16/2013,40.03464889
1/15/2013,34.17528217
1/14/2013,35.47591933
1/13/2013,35.86482633
1/12/2013,38.36175715
1/11/2013,44.13601946
1/10/2013,152.1727259
1/9/2013,33.87855401
1/8/2013,29.80098536
1/7/2013,34.80264212
1/6/2013,37.02643176
1/5/2013,30.06402764
1/4/2013,42.89840546
1/3/2013,35.68268787
1/2/2013,29.18198114
1/1/2013,23.37476946
12/31/2012,26.99566664
12/30/2012,35.09140165
12/29/2012,30.58246185
12/28/2012,38.51894572
12/27/2012,35.43010858
12/26/2012,29.20703966
12/25/2012,21.56338759
12/24/2012,30.76535974
12/23/2012,32.40114679
12/22/2012,39.98089285
12/21/2012,35.57252966
12/20/2012,30.62284069
12/19/2012,39.25169662
12/18/2012,37.08634431
12/17/2012,32.24930878
12/16/2012,27.40011287
12/15/2012,26.426188
12/14/2012,32.88696018
12/13/2012,42.77546793
12/12/2012,27.61405036
12/11/2012,30.6428106
12/10/2012,32.60099193
12/9/2012,24.43926299
12/8/2012,25.06019442
12/7/2012,25.9703386
12/6/2012,31.05820845
12/5/2012,26.6733515
12/4/2012,24.16998401
12/3/2012,18.85263816
12/2/2012,15.02822634
12/1/2012,29.99228087
11/30/2012,21.88004872
11/29/2012,30.9318334
11/28/2012,44.72614721
11/27/2012,79.95789105
11/26/2012,27.27039836
11/25/2012,27.71888794
11/24/2012,22.73202401
11/23/2012,23.99715144
11/22/2012,23.86825165
11/21/2012,32.87941782
11/20/2012,28.15159803
11/19/2012,27.02349917
11/18/2012,25.4443562
11/17/2012,27.92768269
11/16/2012,32.35921036
11/15/2012,29.56062276
11/14/2012,22.71522209
11/13/2012,18.42871936
11/12/2012,18.20735207
11/11/2012,17.92127199
11/10/2012,21.42115168
11/9/2012,20.56769981
11/8/2012,27.51470818
11/7/2012,29.35341825
11/6/2012,22.98457161
11/5/2012,25.83596115
11/4/2012,18.07275203
11/3/2012,20.58374693
11/2/2012,25.18210027
11/1/2012,22.03532797
10/31/2012,23.11370123
10/30/2012,23.28136658
10/29/2012,15.0975509
10/28/2012,12.84233689
10/27/2012,13.76313528
10/26/2012,16.80943206
10/25/2012,18.26830049
10/24/2012,22.20707536
10/23/2012,24.37162899
10/22/2012,23.10204087
10/21/2012,22.27543359
10/20/2012,16.59501444
10/19/2012,17.28631948
10/18/2012,18.16174438
10/17/2012,66.89339529
10/16/2012,25.96467158
10/15/2012,19.19003194
10/14/2012,16.36760937
10/13/2012,24.55671427
10/12/2012,18.97829142
10/11/2012,25.1547753
10/10/2012,22.58048511
10/9/2012,24.92948098
10/8/2012,29.1855467
10/7/2012,23.24799372
10/6/2012,23.63559135
10/5/2012,27.33750416
10/4/2012,129.0727315
10/3/2012,23.89542547
10/2/2012,25.53766212
10/1/2012,15.05241324
9/30/2012,12.37119439
9/29/2012,14.87112626
9/28/2012,57.9866703
9/27/2012,17.75388518
9/26/2012,18.39848429
9/25/2012,17.18850981
9/24/2012,27.32303762
9/23/2012,15.21996842
9/22/2012,15.707411
9/21/2012,29.49860957
9/20/2012,20.6905111
9/19/2012,22.47986657
9/18/2012,19.83549726
9/17/2012,14.49014511
9/16/2012,14.37584654
9/15/2012,16.00925068
9/14/2012,21.40527069
9/13/2012,20.11991821
9/12/2012,23.00668134
9/11/2012,29.23196182
9/10/2012,22.3581976
9/9/2012,20.56845317
9/8/2012,23.92353501
9/7/2012,18.75177954
9/6/2012,28.46114685
9/5/2012,25.18379882
9/4/2012,30.59917481
9/3/2012,36.95385361
9/2/2012,31.86619313
9/1/2012,28.87869838
8/31/2012,32.39425452
8/30/2012,27.34385576
8/29/2012,24.54703076
8/28/2012,23.62564327
8/27/2012,29.03414368
8/26/2012,22.34564361
8/25/2012,21.92109799
8/24/2012,18.81258311
8/23/2012,21.53412752
8/22/2012,24.5640378
8/21/2012,23.26574408
8/20/2012,28.01583883
8/19/2012,18.95507601
8/18/2012,20.76717614
8/17/2012,30.58990923
8/16/2012,32.70348326
8/15/2012,28.12433709
8/14/2012,21.93973905
8/13/2012,25.04966154
8/12/2012,17.49173695
8/11/2012,17.37179137
8/10/2012,45.85604941
8/9/2012,18.36985252
8/8/2012,52.18018387
8/7/2012,20.92753532
8/6/2012,22.199207
8/5/2012,24.52949124
8/4/2012,24.23379789
8/3/2012,17.9249095
8/2/2012,19.86616974
8/1/2012,20.21423246
7/31/2012,19.84360187
7/30/2012,21.59461114
7/29/2012,17.74577763
7/28/2012,20.70498525
7/27/2012,15.17561226
7/26/2012,18.68667012
7/25/2012,15.29289555
7/24/2012,17.55491401
7/23/2012,23.16193893
7/22/2012,15.35397674
7/21/2012,28.9098919
7/20/2012,30.14867241
7/19/2012,20.39232492
7/18/2012,25.25477096
7/17/2012,20.25827138
7/16/2012,21.32899927
7/15/2012,16.82730601
7/14/2012,16.39495791
7/13/2012,12.71610684
7/12/2012,16.10499023
7/11/2012,17.78720701
7/10/2012,22.70876035
7/9/2012,15.91462354
7/8/2012,12.394001
7/7/2012,45.39267827
7/6/2012,12.41769967
7/5/2012,13.38649042
7/4/2012,12.04784878
7/3/2012,17.70742136
7/2/2012,13.30033059
7/1/2012,10.02531446
6/30/2012,14.1692415
6/29/2012,11.58999775
6/28/2012,16.85485099
6/27/2012,17.42605631
6/26/2012,19.65510869
6/25/2012,14.82897323
6/24/2012,16.06404355
6/23/2012,15.19853598
6/22/2012,29.83422135
6/21/2012,26.27883814
6/20/2012,21.58001528
6/19/2012,26.94018882
6/18/2012,26.16138093
6/17/2012,24.4001962
6/16/2012,30.02680517
6/15/2012,35.61308945
6/14/2012,35.89565212
6/13/2012,35.1762952
6/12/2012,12.59682379
6/11/2012,20.67463329
6/10/2012,24.41006786
6/9/2012,22.52987299
6/8/2012,16.81802928
6/7/2012,20.49586485
6/6/2012,13.28754541
6/5/2012,29.98382458
6/4/2012,28.12443169
6/3/2012,15.02353311
6/2/2012,9.96264787
6/1/2012,15.68116299
5/31/2012,13.60278435
5/30/2012,16.86572549
5/29/2012,18.96538173
5/28/2012,20.21974674
5/27/2012,15.29363421
5/26/2012,16.87447099
5/25/2012,19.10534085
5/24/2012,20.59204355
5/23/2012,16.09408162
5/22/2012,14.48193745
5/21/2012,18.00690588
5/20/2012,22.03784271
5/19/2012,33.30233593
5/18/2012,15.75663471
5/17/2012,10.10983418
5/16/2012,13.98413588
5/15/2012,19.59848847
5/14/2012,28.27673306
5/13/2012,10.1650517
5/12/2012,12.89572253
5/11/2012,10.00517341
5/10/2012,9.90617607
5/9/2012,14.96129097
5/8/2012,12.78385726
5/7/2012,10.57768272
5/6/2012,8.47898308
5/5/2012,9.92443083
5/4/2012,10.52965254
5/3/2012,8.49677544
5/2/2012,6.68304753
5/1/2012,6.49137637
4/30/2012,4.96371671
4/29/2012,5.79655728
4/28/2012,5.3321923
4/27/2012,6.9636861
4/26/2012,13.33086106
4/25/2012,5.27822828
4/24/2012,5.43974157
4/23/2012,4.34820541
4/22/2012,5.15564775
4/21/2012,6.263791
4/20/2012,6.07277319
4/19/2012,5.94767942
4/18/2012,5.87363778
4/17/2012,7.52707743
4/16/2012,4.67124833
4/15/2012,4.03081438
4/14/2012,5.88161612
4/13/2012,4.42240979
4/12/2012,6.96030524
4/11/2012,6.53992391
4/10/2012,4.69114701
4/9/2012,3.83316764
4/8/2012,3.8064745
4/7/2012,3.89581731
4/6/2012,4.94414079
4/5/2012,6.2116662
4/4/2012,3.95271361
4/3/2012,4.62668219
4/2/2012,4.14115894
4/1/2012,4.34212197
3/31/2012,4.66025176
3/30/2012,4.04466777
3/29/2012,4.69239431
3/28/2012,4.67877081
3/27/2012,3.94960465
3/26/2012,7.26561565
3/25/2012,13.87452827
3/24/2012,4.46816675
3/23/2012,3.85590401
3/22/2012,3.31425094
3/21/2012,4.19889868
3/20/2012,4.28587033
3/19/2012,4.23856313
3/18/2012,3.01294827
3/17/2012,4.23269898
3/16/2012,7.96536218
3/15/2012,4.16277495
3/14/2012,5.98762025
3/13/2012,10.06316769
3/12/2012,3.51928212
3/11/2012,3.07837341
3/10/2012,5.05300613
3/9/2012,3.56641541
3/8/2012,4.28583196
3/7/2012,4.97452409
3/6/2012,4.77293119
3/5/2012,4.57778698
3/4/2012,3.95643698
3/3/2012,3.04970302
3/2/2012,4.45115638
3/1/2012,6.63650636
2/29/2012,3.15391449
2/28/2012,5.47527216
2/27/2012,4.78372398
2/26/2012,2.61240263
2/25/2012,4.26574148
2/24/2012,4.33478143
2/23/2012,4.19034459
2/22/2012,3.3301254
2/21/2012,3.68499377
2/20/2012,3.9273343
2/19/2012,2.44848079
2/18/2012,3.79084356
2/17/2012,3.53606055
2/16/2012,9.73008108
2/15/2012,15.26703072
2/14/2012,6.96051344
2/13/2012,4.81346772
2/12/2012,3.47829872
2/11/2012,4.07907004
2/10/2012,7.26552646
2/9/2012,5.95689282
2/8/2012,4.40704453
2/7/2012,5.50077725
2/6/2012,4.48191176
2/5/2012,4.45615015
2/4/2012,8.85793127
2/3/2012,7.14420136
2/2/2012,10.52551844
2/1/2012,7.67023534
1/31/2012,27.76413677
1/30/2012,5.00811954
1/29/2012,221.2835515
1/28/2012,6.21920755
1/27/2012,21.44948903
1/26/2012,7.15324525
1/25/2012,7.51802097
1/24/2012,8.74090361
1/23/2012,4.32893996
1/22/2012,3.21846767
1/21/2012,5.32543933
1/20/2012,43.74500914
1/19/2012,7.25502575
1/18/2012,11.20841262
1/17/2012,23.16297162
1/16/2012,30.6769841
1/15/2012,6.7042272
1/14/2012,11.73821501
1/13/2012,9.94639858
1/12/2012,41.82887588
1/11/2012,5.17871126
1/10/2012,4.64067614
1/9/2012,6.16347974
1/8/2012,3.44381947
1/7/2012,4.83857232
1/6/2012,6.65531797
1/5/2012,5.55023698
1/4/2012,14.21969541
1/3/2012,5.78307056
1/2/2012,5.2069139
1/1/2012,3.22260941
12/31/2011,3.62038935
12/30/2011,3.52080887
12/29/2011,4.0354475
12/28/2011,3.33596172
12/27/2011,2.76747331
12/26/2011,3.40552884
12/25/2011,2.78505591
12/24/2011,2.23895545
12/23/2011,3.10079941
12/22/2011,4.15561326
12/21/2011,3.99252286
12/20/2011,5.83700461
12/19/2011,3.61261747
12/18/2011,3.89415776
12/17/2011,2.72970204
12/16/2011,2.836012
12/15/2011,8.39607542
12/14/2011,3.6461913
12/13/2011,4.77703305
12/12/2011,305.2021348
12/11/2011,90.99811174
12/10/2011,3.02294953
12/9/2011,2.96146207
12/8/2011,3.28631467
12/7/2011,3.99867645
12/6/2011,3.49937086
12/5/2011,3.61583294
12/4/2011,3.5088385
12/3/2011,4.0934545
12/2/2011,4.30495028
12/1/2011,4.31536335
11/30/2011,3.29898062
11/29/2011,4.44141507
11/28/2011,3.04363533
11/27/2011,2.73332716
11/26/2011,3.60336148
11/25/2011,3.78509764
11/24/2011,3.49219286
11/23/2011,3.41667059
11/22/2011,3.37516787
11/21/2011,2.50056261
11/20/2011,4.0309302
11/19/2011,3.05504471
11/18/2011,3.34454677
11/17/2011,2.95917489
11/16/2011,3.57793717
11/15/2011,3.20336403
11/14/2011,2.76633599
11/13/2011,2.52287731
11/12/2011,2.58769763
11/11/2011,2.04213243
11/10/2011,3.43121601
11/9/2011,3.78935692
11/8/2011,3.72947765
11/7/2011,3.44751402
11/6/2011,2.68651732
11/5/2011,3.42899532
11/4/2011,3.33893916
11/3/2011,2.88038385
11/2/2011,3.23511613
11/1/2011,5.1065652
10/31/2011,2.56528203
10/30/2011,3.40992865
10/29/2011,3.40234917
10/28/2011,3.15074039
10/27/2011,2.51974203
10/26/2011,3.39589176
10/25/2011,3.01637396
10/24/2011,3.24402503
10/23/2011,3.00894325
10/22/2011,2.66416828
10/21/2011,2.79374852
10/20/2011,5.74099126
10/19/2011,3.42772158
10/18/2011,3.1571327
10/17/2011,4.46768129
10/16/2011,2.8099505
10/15/2011,3.47903207
10/14/2011,3.47204625
10/13/2011,4.68456623
10/12/2011,4.52713498
10/11/2011,4.8110874
10/10/2011,3.17994555
10/9/2011,3.07908946
10/8/2011,3.92876955
10/7/2011,5.68168641
10/6/2011,6.66264112
10/5/2011,3.52404524
10/4/2011,3.40150005
10/3/2011,9.34666058
10/2/2011,3.26002348
10/1/2011,3.5672863
9/30/2011,3.38489362
9/29/2011,3.56288467
9/28/2011,4.57610176
9/27/2011,4.17476213
9/26/2011,3.33132041
9/25/2011,3.23532626
9/24/2011,7.17138576
9/23/2011,3.83846876
9/22/2011,4.47693446
9/21/2011,5.34280467
9/20/2011,6.01759103
9/19/2011,6.00913231
9/18/2011,4.96046949
9/17/2011,5.4756153
9/16/2011,7.98324496
9/15/2011,3.88694001
9/14/2011,3.85622561
9/13/2011,4.74685664
9/12/2011,5.38775655
9/11/2011,4.71826473
9/10/2011,5.89377078
9/9/2011,7.39910874
9/8/2011,4.9515221
9/7/2011,8.10420009
9/6/2011,6.40762714
9/5/2011,7.16748946
9/4/2011,9.10167977
9/3/2011,6.07488965
9/2/2011,5.26021947
9/1/2011,5.69525979
8/31/2011,10.10021477
8/30/2011,5.3418445
8/29/2011,5.35302216
8/28/2011,4.24898819
8/27/2011,5.07591598
8/26/2011,5.08571809
8/25/2011,6.85117903
8/24/2011,9.52533281
8/23/2011,5.45671341
8/22/2011,7.23054005
8/21/2011,5.57001909
8/20/2011,6.10397746
8/19/2011,7.41319369
8/18/2011,6.1145595
8/17/2011,7.99886482
8/16/2011,9.5779113
8/15/2011,9.26323877
8/14/2011,9.77820713
8/13/2011,6.7979716
8/12/2011,6.31242296
8/11/2011,8.96972833
8/10/2011,9.43100171
8/9/2011,11.0804063
8/8/2011,8.01767941
8/7/2011,22.92516799
8/6/2011,7.4397722
8/5/2011,6.39034612
8/4/2011,8.65111491
8/3/2011,7.49064465
8/2/2011,7.8853759
8/1/2011,7.45372377
7/31/2011,6.12797681
7/30/2011,6.60580997
7/29/2011,6.6564493
7/28/2011,7.45699769
7/27/2011,9.17862736
7/26/2011,8.61433947
7/25/2011,13.19779016
7/24/2011,7.9042719
7/23/2011,9.81383186
7/22/2011,11.77873472
7/21/2011,9.3605919
7/20/2011,11.50496853
7/19/2011,17.08671088
7/18/2011,10.45340351
7/17/2011,12.45441972
7/16/2011,13.44019776
7/15/2011,13.93294757
7/14/2011,14.32494418
7/13/2011,15.64254982
7/12/2011,12.17776867
7/11/2011,13.77107564
7/10/2011,12.79683879
7/9/2011,13.50615094
7/8/2011,13.00884717
7/7/2011,14.78154774
7/6/2011,18.73264167
7/5/2011,17.1050446
7/4/2011,15.26228889
7/3/2011,12.95560401
7/2/2011,17.63908177
7/1/2011,16.95778436
6/30/2011,18.31708499
6/29/2011,20.27653059
6/28/2011,21.04399723
6/27/2011,28.5009098
6/26/2011,22.58593178
6/25/2011,21.99481921
6/24/2011,15.10772997
6/23/2011,16.04724236
6/22/2011,17.88992398
6/21/2011,18.24724796
6/20/2011,21.06156276
6/19/2011,26.78637934
6/18/2011,30.27588907
6/17/2011,30.76697918
6/16/2011,31.72265722
6/15/2011,42.43918865
6/14/2011,33.47003135
6/13/2011,40.65158133
6/12/2011,41.15152999
6/11/2011,36.72083742
6/10/2011,37.85372624
6/9/2011,48.4001229
6/8/2011,39.21740563
6/7/2011,28.53132133
6/6/2011,26.458909
6/5/2011,23.52063186
6/4/2011,31.68367067
6/3/2011,26.6377786
6/2/2011,25.08212749
6/1/2011,21.6219555
5/31/2011,20.95768475
5/30/2011,15.95794968
5/29/2011,14.43394585
5/28/2011,13.1819608
5/27/2011,16.43284651
5/26/2011,20.2567875
5/25/2011,21.39997947
5/24/2011,19.09579145
5/23/2011,19.12275662
5/22/2011,21.16861654
5/21/2011,19.00720349
5/20/2011,16.95989301
5/19/2011,18.61140679
5/18/2011,16.69735463
5/17/2011,13.29486724
5/16/2011,15.61282785
5/15/2011,14.44747033
5/14/2011,13.88461025
5/13/2011,11.3227713
5/12/2011,5.60952486
5/11/2011,9.66501217
5/10/2011,7.41932207
5/9/2011,11.69832794
5/8/2011,5.95522686
5/7/2011,6.804853
5/6/2011,9.48622833
5/5/2011,7.74210231
5/4/2011,5.73991629
5/3/2011,4.72487624
5/2/2011,6.64908916
5/1/2011,11.51184732
4/30/2011,9.56621478
4/29/2011,7.01488483
4/28/2011,6.39308182
4/27/2011,8.94869711
4/26/2011,5.52887739
4/25/2011,7.87326592
4/24/2011,7.36302226
4/23/2011,5.3103
4/22/2011,4.3937338
4/21/2011,3.63999931
4/20/2011,7.35490728
4/19/2011,5.88128213
4/18/2011,2.23520399
4/17/2011,1.9425
4/16/2011,3.80988576
4/15/2011,2.15104348
4/14/2011,15.5231
4/13/2011,3.67138575
4/12/2011,4.46474318
4/11/2011,4.72078885
4/10/2011,5.14
4/9/2011,4.18
4/8/2011,3.8001
4/7/2011,3.1702
4/6/2011,5.60040001
4/5/2011,5.4307
4/4/2011,5.896868
4/3/2011,3.15010002
4/2/2011,2.99040002
4/1/2011,3.1
3/31/2011,4.16
3/30/2011,3.93090001
3/29/2011,3.7901
3/28/2011,4.863
3/27/2011,5.8772327
3/26/2011,4.7801
3/25/2011,6.33823619
3/24/2011,9.62159233
3/23/2011,16.58666612
3/22/2011,11.2703
3/21/2011,6.87779295
3/20/2011,1.3370787
3/19/2011,1.35779295
3/18/2011,1.22279998
3/17/2011,1.49799295
3/16/2011,1.81
3/15/2011,1.70019999
3/14/2011,2.1816162
3/13/2011,1.51553619
3/12/2011,1.48693618
3/11/2011,6.63689296
3/10/2011,2.47963744
3/9/2011,3.51649299
3/8/2011,4.60833744
3/7/2011,5.69913744
3/6/2011,5.13130001
3/5/2011,1.21430001
3/4/2011,1.3986
3/3/2011,6.3913
3/2/2011,0.2465
3/1/2011,0.73455377
2/28/2011,0.53785377
2/27/2011,0.74
2/26/2011,0.71049575
2/25/2011,0.26097152
2/24/2011,0.15769472
2/23/2011,0.40332199
2/22/2011,0.19
2/21/2011,0.5
2/20/2011,0.18
2/19/2011,0.51
2/18/2011,0.46
2/17/2011,0.62346193
2/16/2011,0.22346193
2/15/2011,0.84
2/14/2011,2.13
2/13/2011,0.32
2/12/2011,0.63186934
2/11/2011,0.50910687
2/10/2011,0.80304408
2/9/2011,0.04541728
2/8/2011,0.32049075
2/7/2011,0.19347709
2/6/2011,0.13
2/5/2011,0.2159958
2/4/2011,0.08586535
2/3/2011,0.11818974
2/2/2011,0.28
2/1/2011,0.68108788
1/31/2011,3.39
1/30/2011,0.22108788
1/29/2011,0.31195608
1/28/2011,0.13
1/27/2011,0.49
1/26/2011,0.12905919
1/25/2011,0.14
1/24/2011,0.30905919
1/23/2011,0.29048576
1/22/2011,0.45874839
1/21/2011,0.02048576
1/20/2011,0.12736667
1/19/2011,0.06323904
1/18/2011,0.03768351
1/17/2011,0.15276428
1/16/2011,0.07835008
1/15/2011,0.10987774
1/14/2011,0.05493887
1/13/2011,0.08
